"Title","URL handle","Description","Vendor","Type","Tags","Published on online store","Status","Option1 name","Option1 value","Price","Inventory tracker","Inventory quantity","Continue selling when out of stock","Requires shipping","Fulfillment service","Product image URL","Image position","Image alt text"
"Chance Chanel 100 ML","chance-chanel-100-ml","<p>Chance Chanel 100 ML: una fragancia floral de Chanel. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Chanel","Perfume Femenino","femenino, dama, caja, floral, chanel","TRUE","Active","Title","Default Title","116000.00","shopify","13","DENY","TRUE","manual","https://cdn.shopify.com/s/files/1/0943/2019/7906/files/CHANCECHANELTENDRE1.jpg?v=1749750027","1","Chance Chanel 100 ML"
"Chance Chanel Tendre 100 ML","chance-chanel-tendre-100-ml","<p>Chance Chanel Tendre 100 ML: una fragancia floral de Chanel. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Chanel","Perfume Femenino","femenino, dama, caja, floral, chanel","TRUE","Active","Title","Default Title","116000.00","shopify","14","DENY","TRUE","manual","","",""
"Chance Chanel Fraiche 100 ML","chance-chanel-fraiche-100-ml","<p>Chance Chanel Fraiche 100 ML: una fragancia floral de Chanel. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Chanel","Perfume Femenino","femenino, dama, caja, floral, chanel","TRUE","Active","Title","Default Title","116000.00","shopify","10","DENY","TRUE","manual","","",""
"Fantasy 100 ML","fantasy-100-ml","<p>Fantasy 100 ML: una fragancia floral de Britney Spears. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Britney Spears","Perfume Femenino","femenino, dama, caja, floral, britney-spears","TRUE","Active","Title","Default Title","110000.00","shopify","5","DENY","TRUE","manual","","",""
"Fantasy Midnigt 100 ML","fantasy-midnigt-100-ml","<p>Fantasy Midnigt 100 ML: una fragancia floral de Britney Spears. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Britney Spears","Perfume Femenino","femenino, dama, caja, floral, britney-spears","TRUE","Active","Title","Default Title","120000.00","shopify","13","DENY","TRUE","manual","","",""
"Light Blue Woman 100 ML","light-blue-woman-100-ml","<p>Light Blue Woman 100 ML: una fragancia fresca de Dolce & Gabbana. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Dolce & Gabbana","Perfume Femenino","femenino, dama, caja, fresco, dolce-y-gabbana","TRUE","Active","Title","Default Title","110000.00","shopify","14","DENY","TRUE","manual","","",""
"Devotion 100 ML","devotion-100-ml","<p>Devotion 100 ML: una fragancia floral de Dolce & Gabbana. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Dolce & Gabbana","Perfume Femenino","femenino, dama, caja, floral, dolce-y-gabbana","TRUE","Active","Title","Default Title","124000.00","shopify","9","DENY","TRUE","manual","","",""
"The One Woman 100 ML","the-one-woman-100-ml","<p>The One Woman 100 ML: una fragancia floral de Dolce & Gabbana. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Dolce & Gabbana","Perfume Femenino","femenino, dama, caja, floral, dolce-y-gabbana","TRUE","Active","Title","Default Title","116000.00","shopify","6","DENY","TRUE","manual","","",""
"Angel & Demond 100 ML","angel-y-demond-100-ml","<p>Angel & Demond 100 ML: una fragancia floral de Givenchy. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Givenchy","Perfume Femenino","femenino, dama, caja, floral, givenchy","TRUE","Active","Title","Default Title","116000.00","shopify","12","DENY","TRUE","manual","","",""
"Boss The Scent For Her 100 ML","boss-the-scent-for-her-100-ml","<p>Boss The Scent For Her 100 ML: una fragancia floral de Hugo Boss. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Hugo Boss","Perfume Femenino","femenino, dama, caja, floral, hugo-boss","TRUE","Active","Title","Default Title","124000.00","shopify","10","DENY","TRUE","manual","","",""
"Lacoste Sparkling 90 ML","lacoste-sparkling-90-ml","<p>Lacoste Sparkling 90 ML: una fragancia floral de Lacoste. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lacoste","Perfume Femenino","femenino, dama, caja, floral, lacoste","TRUE","Active","Title","Default Title","110000.00","shopify","4","DENY","TRUE","manual","","",""
"Lacoste Elegant 90 ML","lacoste-elegant-90-ml","<p>Lacoste Elegant 90 ML: una fragancia floral de Lacoste. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lacoste","Perfume Femenino","femenino, dama, caja, floral, lacoste","TRUE","Active","Title","Default Title","110000.00","shopify","4","DENY","TRUE","manual","","",""
"Lacoste Natural 90 ML","lacoste-natural-90-ml","<p>Lacoste Natural 90 ML: una fragancia floral de Lacoste. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lacoste","Perfume Femenino","femenino, dama, caja, floral, lacoste","TRUE","Active","Title","Default Title","110000.00","shopify","5","DENY","TRUE","manual","","",""
"Lacoste Touch Of Pink 90 ML","lacoste-touch-of-pink-90-ml","<p>Lacoste Touch Of Pink 90 ML: una fragancia floral de Lacoste. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lacoste","Perfume Femenino","femenino, dama, caja, floral, lacoste","TRUE","Active","Title","Default Title","110000.00","shopify","7","DENY","TRUE","manual","","",""
"Fame 90 ML","fame-90-ml","<p>Fame 90 ML: una fragancia floral de Paco Rabanne. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Paco Rabanne","Perfume Femenino","femenino, dama, caja, floral, paco-rabanne","TRUE","Active","Title","Default Title","120000.00","shopify","5","DENY","TRUE","manual","","",""
"Lady Million 80 ML","lady-million-80-ml","<p>Lady Million 80 ML: una fragancia floral de Paco Rabanne. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Paco Rabanne","Perfume Femenino","femenino, dama, caja, floral, paco-rabanne","TRUE","Active","Title","Default Title","116000.00","shopify","8","DENY","TRUE","manual","","",""
"Olympea 80 ML","olympea-80-ml","<p>Olympea 80 ML: una fragancia floral de Paco Rabanne. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Paco Rabanne","Perfume Femenino","femenino, dama, caja, floral, paco-rabanne","TRUE","Active","Title","Default Title","116000.00","shopify","4","DENY","TRUE","manual","https://cdn.shopify.com/s/files/1/0943/2019/7906/files/OLYMPEA1.jpg?v=1749817432","1","Olympea 80 ML"
"Can Can 100 ML","can-can-100-ml","<p>Can Can 100 ML: una fragancia floral de Paris Hilton. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Paris Hilton","Perfume Femenino","femenino, dama, caja, floral, paris-hilton","TRUE","Active","Title","Default Title","110000.00","shopify","10","DENY","TRUE","manual","","",""
"Can Can Burlesque 100 ML","can-can-burlesque-100-ml","<p>Can Can Burlesque 100 ML: una fragancia floral de Paris Hilton. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Paris Hilton","Perfume Femenino","femenino, dama, caja, floral, paris-hilton","TRUE","Active","Title","Default Title","120000.00","shopify","13","DENY","TRUE","manual","","",""
"Paris Hilton 100 ML","paris-hilton-100-ml","<p>Paris Hilton 100 ML: una fragancia floral de Paris Hilton. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Paris Hilton","Perfume Femenino","femenino, dama, caja, floral, paris-hilton","TRUE","Active","Title","Default Title","110000.00","shopify","4","DENY","TRUE","manual","","",""
"Heiress 100 ML","heiress-100-ml","<p>Heiress 100 ML: una fragancia floral de Paris Hilton. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Paris Hilton","Perfume Femenino","femenino, dama, caja, floral, paris-hilton","TRUE","Active","Title","Default Title","110000.00","shopify","13","DENY","TRUE","manual","","",""
"Dazzle 100 ML","dazzle-100-ml","<p>Dazzle 100 ML: una fragancia floral de Paris Hilton. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Paris Hilton","Perfume Femenino","femenino, dama, caja, floral, paris-hilton","TRUE","Active","Title","Default Title","110000.00","shopify","3","DENY","TRUE","manual","","",""
"Meow Katy Perry 100 ML","meow-katy-perry-100-ml","<p>Meow Katy Perry 100 ML: una fragancia floral de Katy Perry. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Katy Perry","Perfume Femenino","femenino, dama, caja, floral, katy-perry","TRUE","Active","Title","Default Title","126000.00","shopify","13","DENY","TRUE","manual","","",""
"Purr Katy Perry 100 ML","purr-katy-perry-100-ml","<p>Purr Katy Perry 100 ML: una fragancia floral de Katy Perry. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Katy Perry","Perfume Femenino","femenino, dama, caja, floral, katy-perry","TRUE","Active","Title","Default Title","126000.00","shopify","12","DENY","TRUE","manual","","",""
"Acqua Di Giola 100 ML","acqua-di-giola-100-ml","<p>Acqua Di Giola 100 ML: una fragancia fresca de Emporio Armani. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Emporio Armani","Perfume Femenino","femenino, dama, caja, fresco, emporio-armani","TRUE","Active","Title","Default Title","116000.00","shopify","12","DENY","TRUE","manual","","",""
"Sí 100 ML","si-100-ml","<p>Sí 100 ML: una fragancia floral de Emporio Armani. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Emporio Armani","Perfume Femenino","femenino, dama, caja, floral, emporio-armani","TRUE","Active","Title","Default Title","124000.00","shopify","5","DENY","TRUE","manual","","",""
"Ck In 2 U 100 ML","ck-in-2-u-100-ml","<p>Ck In 2 U 100 ML: una fragancia floral de Calvin Klein. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Calvin Klein","Perfume Femenino","femenino, dama, caja, floral, calvin-klein","TRUE","Active","Title","Default Title","136000.00","shopify","3","DENY","TRUE","manual","","",""
"Euphoria 100 ML","euphoria-100-ml","<p>Euphoria 100 ML: una fragancia floral de Calvin Klein. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Calvin Klein","Perfume Femenino","femenino, dama, caja, floral, calvin-klein","TRUE","Active","Title","Default Title","130000.00","shopify","14","DENY","TRUE","manual","","",""
"360 Coral 100 ML","360-coral-100-ml","<p>360 Coral 100 ML: una fragancia floral de Perry Ellis. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Perry Ellis","Perfume Femenino","femenino, dama, caja, floral, perry-ellis","TRUE","Active","Title","Default Title","116000.00","shopify","10","DENY","TRUE","manual","","",""
"Ralph Lauren 100 ML","ralph-lauren-100-ml","<p>Ralph Lauren 100 ML: una fragancia floral de Ralph Lauren. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Ralph Lauren","Perfume Femenino","femenino, dama, caja, floral, ralph-lauren","TRUE","Active","Title","Default Title","110000.00","shopify","13","DENY","TRUE","manual","","",""
"Bright Crystal 90 ML","bright-crystal-90-ml","<p>Bright Crystal 90 ML: una fragancia floral de Versace. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Versace","Perfume Femenino","femenino, dama, caja, floral, versace","TRUE","Active","Title","Default Title","120000.00","shopify","7","DENY","TRUE","manual","","",""
"Yellow Diamond 90 ML","yellow-diamond-90-ml","<p>Yellow Diamond 90 ML: una fragancia floral de Versace. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Versace","Perfume Femenino","femenino, dama, caja, floral, versace","TRUE","Active","Title","Default Title","120000.00","shopify","5","DENY","TRUE","manual","","",""
"Dylan Blue Woman 100 ML","dylan-blue-woman-100-ml","<p>Dylan Blue Woman 100 ML: una fragancia fresca de Versace. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Versace","Perfume Femenino","femenino, dama, caja, fresco, versace","TRUE","Active","Title","Default Title","126000.00","shopify","13","DENY","TRUE","manual","","",""
"Dylan Purple 100 ML","dylan-purple-100-ml","<p>Dylan Purple 100 ML: una fragancia floral de Versace. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Versace","Perfume Femenino","femenino, dama, caja, floral, versace","TRUE","Active","Title","Default Title","126000.00","shopify","8","DENY","TRUE","manual","","",""
"Dylan Turquioise 100 ML","dylan-turquioise-100-ml","<p>Dylan Turquioise 100 ML: una fragancia floral de Versace. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Versace","Perfume Femenino","femenino, dama, caja, floral, versace","TRUE","Active","Title","Default Title","126000.00","shopify","8","DENY","TRUE","manual","","",""
"Creed Aventus Her 75 ML","creed-aventus-her-75-ml","<p>Creed Aventus Her 75 ML: una fragancia floral de Creed. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Creed","Perfume Femenino","femenino, dama, caja, floral, creed","TRUE","Active","Title","Default Title","130000.00","shopify","13","DENY","TRUE","manual","","",""
"Creed Love In White 75 ML","creed-love-in-white-75-ml","<p>Creed Love In White 75 ML: una fragancia floral de Creed. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Creed","Perfume Femenino","femenino, dama, caja, floral, creed","TRUE","Active","Title","Default Title","130000.00","shopify","12","DENY","TRUE","manual","","",""
"Creed Love In Black 75 ML","creed-love-in-black-75-ml","<p>Creed Love In Black 75 ML: una fragancia floral de Creed. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Creed","Perfume Femenino","femenino, dama, caja, floral, creed","TRUE","Active","Title","Default Title","130000.00","shopify","13","DENY","TRUE","manual","","",""
"Issey Miyake Woman 100 ML","issey-miyake-woman-100-ml","<p>Issey Miyake Woman 100 ML: una fragancia floral de Issey Miyake. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Issey Miyake","Perfume Femenino","femenino, dama, caja, floral, issey-miyake","TRUE","Active","Title","Default Title","110000.00","shopify","13","DENY","TRUE","manual","","",""
"Tommy Girl 100 ML","tommy-girl-100-ml","<p>Tommy Girl 100 ML: una fragancia floral de Tommy Hilfiger. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Tommy Hilfiger","Perfume Femenino","femenino, dama, caja, floral, tommy-hilfiger","TRUE","Active","Title","Default Title","110000.00","shopify","5","DENY","TRUE","manual","","",""
"Burberry Her 100 ML","burberry-her-100-ml","<p>Burberry Her 100 ML: una fragancia gourmand de Burberry. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Burberry","Perfume Femenino","femenino, dama, caja, gourmand, burberry","TRUE","Active","Title","Default Title","124000.00","shopify","4","DENY","TRUE","manual","","",""
"Halloween 100 ML","halloween-100-ml","<p>Halloween 100 ML: una fragancia floral de Jesús Del Pozo. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Jesús Del Pozo","Perfume Femenino","femenino, dama, caja, floral, jesus-del-pozo","TRUE","Active","Title","Default Title","130000.00","shopify","9","DENY","TRUE","manual","","",""
"By Delicius Dkny 100 ML","by-delicius-dkny-100-ml","<p>By Delicius Dkny 100 ML: una fragancia floral de DKNY. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","DKNY","Perfume Femenino","femenino, dama, caja, floral, dkny","TRUE","Active","Title","Default Title","130000.00","shopify","9","DENY","TRUE","manual","","",""
"Flower By Kenzo 100 ML","flower-by-kenzo-100-ml","<p>Flower By Kenzo 100 ML: una fragancia floral de Kenzo. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Kenzo","Perfume Femenino","femenino, dama, caja, floral, kenzo","TRUE","Active","Title","Default Title","130000.00","shopify","8","DENY","TRUE","manual","","",""
"Touch 100 ML","touch-100-ml","<p>Touch 100 ML: una fragancia floral de Alternativa Premium. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Alternativa Premium","Perfume Femenino","femenino, dama, caja, floral, alternativa-premium","TRUE","Active","Title","Default Title","116000.00","shopify","7","DENY","TRUE","manual","","",""
